,Title,sentiment,sentiment_class,label_encoded
879,A theatrical triumph in East London: 'Prithok Palonko' mesmerises a packed house,0.0,negative,0
880,Nri Prangon set to stage ‘Adbhut Bhaskarya’ on Tuesday,0.0,negative,0
881,"Subhashree Ganguly, Raj Chakraborty blessed with baby girl",0.0,negative,0
882,Bollywood’s race to make films on Uttarakhand’s Silkyara tunnel,0.0,negative,0
883,Arijit Singh to voice song penned by Mamata Banerjee,0.0,negative,0
884,Unscripted dating show based on ‘Sex and the City’ in development with creator Candace Bushnell,0.0,negative,0
885,'Many colors of colors' set are Air in Mashranga Tomorao,0.5,positive,1
886,Sebastian Stan to star as young Donald Trump in upcoming biopic,0.1,negative,0
887,‘Berlin’ trailer unveils intriguing look at ‘Money Heist’ prequel,0.30000000000000004,positive,1
888,Indian audience stuns Mosharraf Karim in West Bengal drama festival,0.0,negative,0
889,"'Leave The World Behind': Strangers, danger and layers, says Julia Roberts",-0.4,negative,0
890,Randeep Hooda and Lin Laishram share glimpse of their Meitei wedding ceremony,0.0,negative,0
891,Consent to marriage and best interest of girls,1.0,positive,1
892,Opportunities and Challenges to Inclusive Education for Children with Disabilities in Bangladesh,0.0,negative,0
893,Thinking beyond sanitation: Transitioning to a sustainable urban water cycle,0.0,negative,0
894,Bangladesh Family Planning Programme: What women and girls want matters,0.0,negative,0
895,Breathing clean: Protecting lives from air pollution,0.3666666666666667,positive,1
896,Progressive Taxation in Bangladesh Why and How?,0.0,negative,0
897,Prevention of Child Marriage in remote and marginalised chars of northern Bangladesh,-0.1,negative,0
898,10 years since Rana Plaza tragedy,0.0,negative,0
899,Transforming Agrifood Systems to Improve Nutrition in Secondary Cities: The Role of Women,-0.3,negative,0
900,"Changing mindsets, changing lives: The power of social norms programming in ending child marriage",0.03333333333333333,negative,0
901,Kidney patients are at higher risk of unexpected disasters,0.175,negative,0
902,Skilling Bangladesh: challenges and possibilities,0.0,negative,0
903,Rohingya Crisis Response in Bangladesh: Is a strategic shift from the current approach needed?,0.0,negative,0
904,Policy actions to improve SRH services for adolescents and youth: Beyond gaps and challenges,0.0,negative,0
905,How girls are realizing their potentials: Opportunities and challenges,0.0,negative,0
906,Dissemination Workshop on Strengthening Family Planning through Advocacy: Learnings and Opportunities,0.0,negative,0
907,"Saving mother nature, saving us",0.0,negative,0
908,Ensuring the rights of small-scale fishers for the sustainable fisheries sector in Bangladesh,0.0,negative,0
909,Biofortified crops: Connecting value chain actors and policymakers in Bangladesh,0.0,negative,0
910,Understanding adolescent pregnancy in Bangladesh,0.0,negative,0
911,Effectiveness of Flood Early Warning System in Building Climate Resilience,0.1,negative,0
912,Financing Loss and Damage and Displacement - A Global Call for Climate Justice,0.0,negative,0
913,Violence against female sex workers in Dhaka city,0.0,negative,0
914,SDGs and Youth in Bangladesh,0.0,negative,0
915,World Sight Day 2022,0.0,negative,0
916,Entire committee of Chhatra Odhikar Parishad DU unit resigns,0.0,negative,0
917,66 schools closed amid flood in Kurigram,-0.1,negative,0
918,IU student assaulted by ‘BCL men’,0.0,negative,0
919,Dhaka University Day celebrated,0.35,positive,1
920,30 hurt in BCL infighting at HSTU,0.0,negative,0
921,3 probe bodies formed over clashes at CU,0.0,negative,0
922,'BCL factional clash' breaks out at CU,0.0,negative,0
923,"Keeping students' faces, ears uncovered: SC upholds DU Bangla dept's move",0.0,negative,0
924,"15,000 people to get jobs at RCC employment fair",0.7,positive,1
925,41st BCS results likely this month,0.0,negative,0
926,6 of the best YouTube channels for learning web development,1.0,positive,1
927,How ChatGPT’s growth may be affecting young copywriters,0.1,negative,0
928,The case for studying law,0.0,negative,0
929,Here are 10 easy ways to earn money online,0.43333333333333335,positive,1
930,LinkedIn offers 100+ free AI courses: Here’s how to start learning,0.25,positive,1
931,Equipping Bangladeshi Youth for the Global Job Market,0.0,negative,0
932,UIU and MIST secure 3rd and 5th position respectively in the Anatolian Rover Challenge,0.13333333333333333,negative,0
933,IUB alumnus wins NASA grant for next gen space tech battery research,0.15,negative,0
934,Dhaka University secures 1st and 2nd positions at ICPC Asia Dhaka Regional Contest,0.0,negative,0
935,BRACU and AIUB rank 9th and 11th respectively in International Rover Challenge 2023,-0.4,negative,0
936,IUB student wins bronze in Asian Powerlifting Championship,0.15,negative,0
937,"AIUB, BRACU, and IUT qualify for International Rover Challenge finals",0.0,negative,0
938,Risking lives to attend classes,0.0,negative,0
939,Shakil becomes first Bangladeshi to complete the 'Great Himalaya Trail',0.3833333333333333,positive,1
940,CU campus: Music in the air,0.0,negative,0
941,What is Shammo doing now?,0.0,negative,0
942,"Meet Rituraj, the 9-year-old Guinness World Record holder",0.0,negative,0
943,Why do CS students have to write code by hand?,0.0,negative,0
944,Exploring the growing field of data science,0.0,negative,0
945,The issue with A Level grade boundaries this year,0.0,negative,0
946,Dressed to impress: 5 celeb-inspired bridal looks you can't ignore,0.0,negative,0
947,Blending style with comfort: Loungewear outfit ideas,0.0,negative,0
948,Azmeri Haque Badhan dazzles in chic sari blouses,0.0,negative,0
949,Can’t beat a classic: Why cardigans are your timeless winter wardrobe essentials,0.16666666666666666,negative,0
950,Biman launches new flight dispatch system,0.13636363636363635,negative,0
951,Sacred wonders: Top 5 must-visit mosques in South Asia,0.5,positive,1
952,Prepare for a winter adventure! 5 countries to travel for under Tk 1 Lac,0.0,negative,0
953,"Private hajj package: Cost reduced by Tk 83,200",0.0,negative,0
954,Hajj registration begins Nov 15,0.0,negative,0
955,Oats recipes for a hearty meal,0.0,negative,0
956,3 easy recipes to satisfy your Diwali mood,0.43333333333333335,positive,1
957,Where do women fit in during Movember and in men’s health conversations,0.4,positive,1
958,Why journaling matters,0.0,negative,0
959,The power of Ayurveda: Fortify your immunity with natural remedies,0.1,negative,0
960,Why sleep isn’t the only 'shut-eye' men need,0.0,negative,0
961,Dance your way to fitness: The House of Grooves BD revolutionises weight loss,0.0,negative,0
962,Yoga's miracle cure: Nauli Kriya and its impact on gut health,0.0,negative,0
963,High levels of microplastic in salt: Reasons to be concerned,0.16,negative,0
964,"Comrade, give me a cup!",0.0,negative,0
965,The colourful cauliflowers of Bangladesh,0.0,negative,0
966,Shankha Dasgupta: Meet the genius behind Guti,-0.4,negative,0
967,"Despite charging fees, needs of passengers neglected",0.0,negative,0
968,Wasfia Nazreen: Don’t let ageism break your spirit,0.0,negative,0
969,Married man’s dilemma: Why buddies and backpacks take a back seat post-wedding,0.125,negative,0
970,Challenges of being a sensitive man in the real world,0.15000000000000002,negative,0
971,Mourning in silence: Why men grieve differently,0.0,negative,0
972,Manners maketh man: Reviving the charm of etiquette in the ultra-modern era,0.0,negative,0
973,Skin-savvy shaving: Navigating razors for your skin's sake!,0.0,negative,0
974,5 things to learn from Virat Kohli to win in your life,0.8,positive,1
975,Swayambhu: Healing through guided music sessions,0.0,negative,0
976,5 rules busy couples should follow,0.1,negative,0
977,Life lessons from Glenn Maxwell to help turn your life around,0.0,negative,0
978,Gwyneth Paltrow on Brad Pitt’s Le Domaine,0.0,negative,0
979,"Dengue: 6 more die, 468 hospitalised in a day",0.5,positive,1
980,Seven more lives lost to dengue,0.5,positive,1
981,"Dengue: 5 more die, 968 hospitalised in a day",0.5,positive,1
982,"Dengue: 4 more die, 959 hospitalised in a day",0.5,positive,1
983,"Dengue deaths cross 1,600",0.0,negative,0
984,It’s winter but dengue still here,0.0,negative,0
985,"Dengue Outbreak: 6 more die, 645 get hospitalised",0.5,positive,1
986,"Dengue: 6 more die, 645 hospitalised in a day",0.5,positive,1
987,Sugar costlier by Tk 30,0.0,negative,0
988,Machar Mela from the son -in -law,0.0,negative,0
989,TCB to sell essentials at subsidised rate in city,0.0,negative,0
990,590kg govt rice seized from food officer's house in Shariatpur,0.0,negative,0
